Date,IT Dep.,CostElement,Country,Budget,,
04/01/2020,Data Management,Internal Labor,Spain,"4,023",,
05/01/2020,Data Management,Internal Labor,Spain,"4,023",,
06/01/2020,Data Management,Internal Labor,Spain,"4,023",,
07/01/2020,Data Management,Internal Labor,Spain,"4,023",,
08/01/2020,Data Management,Internal Labor,Spain,"4,023",,
09/01/2020,Data Management,Internal Labor,Spain,"4,023",,
10/01/2020,Data Management,Internal Labor,Spain,"4,023",,
11/01/2020,Data Management,Internal Labor,Spain,"4,023",,
12/01/2020,Data Management,Internal Labor,Spain,"4,023",,
01/01/2020,Development,Administrative,USA,"54,645",,
02/01/2020,Development,Administrative,USA,"54,645",,
03/01/2020,Development,Administrative,USA,"54,645",,
04/01/2020,Development,Administrative,USA,"54,645",,
05/01/2020,Development,Administrative,USA,"54,645",,
06/01/2020,Development,Administrative,USA,"54,645",,
07/01/2020,Development,Administrative,USA,"54,645",,
08/01/2020,Development,Administrative,USA,"54,645",,
09/01/2020,Development,Administrative,USA,"54,645",,
10/01/2020,Development,Administrative,USA,"54,645",,
11/01/2020,Development,Administrative,USA,"54,645",,
12/01/2020,Development,Administrative,USA,"54,645",,
03/01/2020,Development,External Labor,Spain,204,,
06/01/2020,Development,External Labor,Spain,204,,
09/01/2020,Development,External Labor,Spain,204,,
12/01/2020,Development,External Labor,Spain,204,,
01/01/2020,Development,External Labor,United Kingdom,787,,
02/01/2020,Development,External Labor,United Kingdom,787,,
03/01/2020,Development,External Labor,United Kingdom,787,,
04/01/2020,Development,External Labor,United Kingdom,787,,
05/01/2020,Development,External Labor,United Kingdom,787,,
06/01/2020,Development,External Labor,United Kingdom,787,,
07/01/2020,Development,External Labor,United Kingdom,787,,
08/01/2020,Development,External Labor,United Kingdom,"1,609",,
09/01/2020,Development,External Labor,United Kingdom,821,,
10/01/2020,Development,External Labor,United Kingdom,821,,
11/01/2020,Development,External Labor,United Kingdom,821,,
12/01/2020,Development,External Labor,United Kingdom,821,,
01/01/2020,Development,External Labor,USA,"218,785",,
02/01/2020,Development,External Labor,USA,"218,785",,
03/01/2020,Development,External Labor,USA,"220,208",,
04/01/2020,Development,External Labor,USA,"220,208",,
05/01/2020,Development,External Labor,USA,"226,673",,
06/01/2020,Development,External Labor,USA,"224,877",,
07/01/2020,Development,External Labor,USA,"151,545",,
08/01/2020,Development,External Labor,USA,"144,045",,
09/01/2020,Development,External Labor,USA,"144,045",,
10/01/2020,Development,External Labor,USA,"142,583",,
11/01/2020,Development,External Labor,USA,"141,852",,
12/01/2020,Development,External Labor,USA,"141,876",,
01/01/2020,Development,Hardware,USA,"45,000",,
01/01/2020,Development,Hardware Maintenance,USA,"5,013",,
02/01/2020,Development,Hardware Maintenance,USA,"5,013",,
03/01/2020,Development,Hardware Maintenance,USA,"5,013",,
04/01/2020,Development,Hardware Maintenance,USA,"5,013",,
05/01/2020,Development,Hardware Maintenance,USA,"5,013",,
06/01/2020,Development,Hardware Maintenance,USA,"5,013",,
07/01/2020,Development,Hardware Maintenance,USA,"5,013",,
08/01/2020,Development,Hardware Maintenance,USA,"5,013",,
09/01/2020,Development,Hardware Maintenance,USA,"5,013",,
10/01/2020,Development,Hardware Maintenance,USA,"5,013",,
11/01/2020,Development,Hardware Maintenance,USA,"5,013",,
12/01/2020,Development,Hardware Maintenance,USA,"5,016",,
01/01/2020,Development,Inbound Allocations,United Kingdom,111,,
02/01/2020,Development,Inbound Allocations,United Kingdom,111,,
03/01/2020,Development,Inbound Allocations,United Kingdom,111,,
04/01/2020,Development,Inbound Allocations,United Kingdom,111,,
05/01/2020,Development,Inbound Allocations,United Kingdom,111,,
06/01/2020,Development,Inbound Allocations,United Kingdom,111,,
07/01/2020,Development,Inbound Allocations,United Kingdom,111,,
08/01/2020,Development,Inbound Allocations,United Kingdom,111,,
09/01/2020,Development,Inbound Allocations,United Kingdom,111,,
10/01/2020,Development,Inbound Allocations,United Kingdom,111,,
11/01/2020,Development,Inbound Allocations,United Kingdom,111,,
12/01/2020,Development,Inbound Allocations,United Kingdom,111,,
01/01/2020,Development,Internal Labor,Belgium,"4,023",,
02/01/2020,Development,Internal Labor,Belgium,"4,023",,
03/01/2020,Development,Internal Labor,Belgium,"4,023",,
04/01/2020,Development,Internal Labor,Belgium,"4,023",,
05/01/2020,Development,Internal Labor,Belgium,"4,023",,
06/01/2020,Development,Internal Labor,Belgium,"4,023",,
07/01/2020,Development,Internal Labor,Belgium,"4,023",,
08/01/2020,Development,Internal Labor,Belgium,"4,023",,
09/01/2020,Development,Internal Labor,Belgium,"4,023",,
10/01/2020,Development,Internal Labor,Belgium,"4,023",,
11/01/2020,Development,Internal Labor,Belgium,"4,023",,
12/01/2020,Development,Internal Labor,Belgium,"4,023",,
01/01/2020,Development,Internal Labor,Spain,"3,657",,
02/01/2020,Development,Internal Labor,Spain,"3,657",,
03/01/2020,Development,Internal Labor,Spain,"3,657",,
04/01/2020,Development,Internal Labor,Spain,"3,657",,
05/01/2020,Development,Internal Labor,Spain,"3,657",,
06/01/2020,Development,Internal Labor,Spain,"3,657",,
07/01/2020,Development,Internal Labor,Spain,"3,657",,
08/01/2020,Development,Internal Labor,Spain,837,,
09/01/2020,Development,Internal Labor,Spain,"3,657",,
10/01/2020,Development,Internal Labor,Spain,"3,657",,
11/01/2020,Development,Internal Labor,Spain,"3,657",,
12/01/2020,Development,Internal Labor,Spain,"3,657",,
01/01/2020,Development,Internal Labor,United Kingdom,"6,644",,
02/01/2020,Development,Internal Labor,United Kingdom,"6,644",,
03/01/2020,Development,Internal Labor,United Kingdom,"6,808",,
04/01/2020,Development,Internal Labor,United Kingdom,"6,808",,
05/01/2020,Development,Internal Labor,United Kingdom,"6,808",,
06/01/2020,Development,Internal Labor,United Kingdom,"6,808",,
07/01/2020,Development,Internal Labor,United Kingdom,"6,808",,
08/01/2020,Development,Internal Labor,United Kingdom,"6,808",,
09/01/2020,Development,Internal Labor,United Kingdom,"6,808",,
10/01/2020,Development,Internal Labor,United Kingdom,"6,808",,
11/01/2020,Development,Internal Labor,United Kingdom,"6,808",,
12/01/2020,Development,Internal Labor,United Kingdom,"6,808",,
01/01/2020,Development,Internal Labor,USA,"151,913",,
02/01/2020,Development,Internal Labor,USA,"155,798",,
03/01/2020,Development,Internal Labor,USA,"167,109",,
04/01/2020,Development,Internal Labor,USA,"155,687",,
05/01/2020,Development,Internal Labor,USA,"155,687",,
06/01/2020,Development,Internal Labor,USA,"155,686",,
07/01/2020,Development,Internal Labor,USA,"156,466",,
08/01/2020,Development,Internal Labor,USA,"156,466",,
09/01/2020,Development,Internal Labor,USA,"155,960",,
10/01/2020,Development,Internal Labor,USA,"159,102",,
11/01/2020,Development,Internal Labor,USA,"157,372",,
12/01/2020,Development,Internal Labor,USA,"156,563",,
03/01/2020,Development,Other,Spain,836,,
06/01/2020,Development,Other,Spain,836,,
09/01/2020,Development,Other,Spain,836,,
12/01/2020,Development,Other,Spain,836,,
01/01/2020,Development,Other,United Kingdom,243,,
02/01/2020,Development,Other,United Kingdom,243,,
03/01/2020,Development,Other,United Kingdom,243,,
04/01/2020,Development,Other,United Kingdom,243,,
05/01/2020,Development,Other,United Kingdom,243,,
06/01/2020,Development,Other,United Kingdom,243,,
07/01/2020,Development,Other,United Kingdom,243,,
08/01/2020,Development,Other,United Kingdom,243,,
09/01/2020,Development,Other,United Kingdom,243,,
10/01/2020,Development,Other,United Kingdom,243,,
11/01/2020,Development,Other,United Kingdom,243,,
12/01/2020,Development,Other,United Kingdom,243,,
01/01/2020,Development,Other,USA,"117,700",,
02/01/2020,Development,Other,USA,"96,700",,
03/01/2020,Development,Other,USA,"96,700",,
04/01/2020,Development,Other,USA,"96,700",,
05/01/2020,Development,Other,USA,"85,450",,
06/01/2020,Development,Other,USA,"85,451",,
07/01/2020,Development,Other,USA,"75,450",,
08/01/2020,Development,Other,USA,"75,450",,
09/01/2020,Development,Other,USA,"75,450",,
10/01/2020,Development,Other,USA,"75,450",,
11/01/2020,Development,Other,USA,"75,450",,
12/01/2020,Development,Other,USA,"75,463",,
01/01/2020,Development,Outbound Allocations,United Kingdom,"1,520",,
02/01/2020,Development,Outbound Allocations,United Kingdom,"1,520",,
03/01/2020,Development,Outbound Allocations,United Kingdom,"1,520",,
04/01/2020,Development,Outbound Allocations,United Kingdom,"1,514",,
05/01/2020,Development,Outbound Allocations,United Kingdom,"1,514",,
06/01/2020,Development,Outbound Allocations,United Kingdom,"1,514",,
07/01/2020,Development,Outbound Allocations,United Kingdom,"1,493",,
08/01/2020,Development,Outbound Allocations,United Kingdom,"1,493",,
09/01/2020,Development,Outbound Allocations,United Kingdom,"1,493",,
10/01/2020,Development,Outbound Allocations,United Kingdom,"1,548",,
11/01/2020,Development,Outbound Allocations,United Kingdom,"1,548",,
12/01/2020,Development,Outbound Allocations,United Kingdom,"1,548",,
01/01/2020,Development,Software,United Kingdom,101,,
02/01/2020,Development,Software,United Kingdom,101,,
03/01/2020,Development,Software,United Kingdom,101,,
04/01/2020,Development,Software,United Kingdom,101,,
05/01/2020,Development,Software,United Kingdom,101,,
06/01/2020,Development,Software,United Kingdom,101,,
07/01/2020,Development,Software,United Kingdom,101,,
08/01/2020,Development,Software,United Kingdom,101,,
09/01/2020,Development,Software,United Kingdom,101,,
10/01/2020,Development,Software,United Kingdom,101,,
11/01/2020,Development,Software,United Kingdom,101,,
12/01/2020,Development,Software,United Kingdom,101,,
01/01/2020,Development,Software,USA,"829,500",,
04/01/2020,Development,Software,USA,"204,000",,
01/01/2020,Development,Software Maintenance,USA,"9,825",,
02/01/2020,Development,Software Maintenance,USA,"9,825",,
03/01/2020,Development,Software Maintenance,USA,"9,825",,
04/01/2020,Development,Software Maintenance,USA,"9,825",,
05/01/2020,Development,Software Maintenance,USA,"9,825",,
06/01/2020,Development,Software Maintenance,USA,"9,825",,
07/01/2020,Development,Software Maintenance,USA,"9,825",,
08/01/2020,Development,Software Maintenance,USA,"9,825",,
09/01/2020,Development,Software Maintenance,USA,"9,825",,
10/01/2020,Development,Software Maintenance,USA,"9,825",,
11/01/2020,Development,Software Maintenance,USA,"9,825",,
12/01/2020,Development,Software Maintenance,USA,"9,825",,
01/01/2020,Development,Supplies,USA,775,,
02/01/2020,Development,Supplies,USA,775,,
03/01/2020,Development,Supplies,USA,775,,
04/01/2020,Development,Supplies,USA,775,,
05/01/2020,Development,Supplies,USA,775,,
06/01/2020,Development,Supplies,USA,775,,
07/01/2020,Development,Supplies,USA,775,,
08/01/2020,Development,Supplies,USA,775,,
09/01/2020,Development,Supplies,USA,775,,
10/01/2020,Development,Supplies,USA,775,,
11/01/2020,Development,Supplies,USA,775,,
12/01/2020,Development,Supplies,USA,775,,
03/01/2020,Development,Telecomm,Spain,41,,
06/01/2020,Development,Telecomm,Spain,41,,
09/01/2020,Development,Telecomm,Spain,41,,
12/01/2020,Development,Telecomm,Spain,41,,
01/01/2020,Development,Telecomm,United Kingdom,97,,
02/01/2020,Development,Telecomm,United Kingdom,97,,
03/01/2020,Development,Telecomm,United Kingdom,97,,
04/01/2020,Development,Telecomm,United Kingdom,97,,
05/01/2020,Development,Telecomm,United Kingdom,97,,
06/01/2020,Development,Telecomm,United Kingdom,97,,
07/01/2020,Development,Telecomm,United Kingdom,97,,
08/01/2020,Development,Telecomm,United Kingdom,97,,
09/01/2020,Development,Telecomm,United Kingdom,97,,
10/01/2020,Development,Telecomm,United Kingdom,97,,
11/01/2020,Development,Telecomm,United Kingdom,97,,
12/01/2020,Development,Telecomm,United Kingdom,97,,
03/01/2020,Development,Training,Spain,8,,
06/01/2020,Development,Training,Spain,8,,
09/01/2020,Development,Training,Spain,8,,
12/01/2020,Development,Training,Spain,8,,
01/01/2020,Development,Training,United Kingdom,365,,
02/01/2020,Development,Training,United Kingdom,365,,
03/01/2020,Development,Training,United Kingdom,365,,
04/01/2020,Development,Training,United Kingdom,365,,
05/01/2020,Development,Training,United Kingdom,365,,
06/01/2020,Development,Training,United Kingdom,365,,
07/01/2020,Development,Training,United Kingdom,365,,
08/01/2020,Development,Training,United Kingdom,365,,
09/01/2020,Development,Training,United Kingdom,365,,
10/01/2020,Development,Training,United Kingdom,365,,
11/01/2020,Development,Training,United Kingdom,365,,
12/01/2020,Development,Training,United Kingdom,365,,
01/01/2020,Development,Training,USA,"1,787",,
02/01/2020,Development,Training,USA,"1,787",,
03/01/2020,Development,Training,USA,"1,787",,
04/01/2020,Development,Training,USA,"1,787",,
05/01/2020,Development,Training,USA,"1,787",,
06/01/2020,Development,Training,USA,"1,787",,
07/01/2020,Development,Training,USA,"1,787",,
08/01/2020,Development,Training,USA,"1,787",,
09/01/2020,Development,Training,USA,"1,787",,
10/01/2020,Development,Training,USA,"1,787",,
11/01/2020,Development,Training,USA,"1,787",,
12/01/2020,Development,Training,USA,"1,787",,
03/01/2020,Development,Travel,Spain,"1,364",,
06/01/2020,Development,Travel,Spain,"1,364",,
09/01/2020,Development,Travel,Spain,"1,364",,
12/01/2020,Development,Travel,Spain,"1,364",,
01/01/2020,Development,Travel,United Kingdom,875,,
02/01/2020,Development,Travel,United Kingdom,875,,
03/01/2020,Development,Travel,United Kingdom,875,,
04/01/2020,Development,Travel,United Kingdom,875,,
05/01/2020,Development,Travel,United Kingdom,875,,
06/01/2020,Development,Travel,United Kingdom,875,,
07/01/2020,Development,Travel,United Kingdom,875,,
08/01/2020,Development,Travel,United Kingdom,875,,
09/01/2020,Development,Travel,United Kingdom,875,,
10/01/2020,Development,Travel,United Kingdom,875,,
11/01/2020,Development,Travel,United Kingdom,875,,
12/01/2020,Development,Travel,United Kingdom,875,,
01/01/2020,Distribution,Administrative,USA,"-82,127",,
02/01/2020,Distribution,Administrative,USA,"-82,127",,
03/01/2020,Distribution,Administrative,USA,"-82,127",,
04/01/2020,Distribution,Administrative,USA,"-82,127",,
05/01/2020,Distribution,Administrative,USA,"-82,127",,
06/01/2020,Distribution,Administrative,USA,"-82,127",,
07/01/2020,Distribution,Administrative,USA,"-82,127",,
08/01/2020,Distribution,Administrative,USA,"-82,127",,
09/01/2020,Distribution,Administrative,USA,"-82,127",,
10/01/2020,Distribution,Administrative,USA,"-82,127",,
11/01/2020,Distribution,Administrative,USA,"-82,127",,
12/01/2020,Distribution,Administrative,USA,"-82,127",,
04/01/2020,Distribution,Depreciation,USA,"5,000",,
05/01/2020,Distribution,Depreciation,USA,"5,000",,
06/01/2020,Distribution,Depreciation,USA,"5,000",,
07/01/2020,Distribution,Depreciation,USA,"5,000",,
08/01/2020,Distribution,Depreciation,USA,"5,000",,
09/01/2020,Distribution,Depreciation,USA,"5,000",,
10/01/2020,Distribution,Depreciation,USA,"5,000",,
11/01/2020,Distribution,Depreciation,USA,"5,000",,
12/01/2020,Distribution,Depreciation,USA,"5,000",,
01/01/2020,Distribution,Employee Performance,USA,51,,
02/01/2020,Distribution,Employee Performance,USA,51,,
03/01/2020,Distribution,Employee Performance,USA,51,,
04/01/2020,Distribution,Employee Performance,USA,51,,
05/01/2020,Distribution,Employee Performance,USA,51,,
06/01/2020,Distribution,Employee Performance,USA,51,,
07/01/2020,Distribution,Employee Performance,USA,51,,
08/01/2020,Distribution,Employee Performance,USA,51,,
09/01/2020,Distribution,Employee Performance,USA,51,,
10/01/2020,Distribution,Employee Performance,USA,51,,
11/01/2020,Distribution,Employee Performance,USA,51,,
12/01/2020,Distribution,Employee Performance,USA,51,,
01/01/2020,Distribution,External Labor,Belgium,320,,
02/01/2020,Distribution,External Labor,Belgium,320,,
03/01/2020,Distribution,External Labor,Belgium,320,,
04/01/2020,Distribution,External Labor,Belgium,320,,
05/01/2020,Distribution,External Labor,Belgium,320,,
06/01/2020,Distribution,External Labor,Belgium,320,,
07/01/2020,Distribution,External Labor,Belgium,320,,
08/01/2020,Distribution,External Labor,Belgium,320,,
09/01/2020,Distribution,External Labor,Belgium,320,,
10/01/2020,Distribution,External Labor,Belgium,320,,
11/01/2020,Distribution,External Labor,Belgium,320,,
12/01/2020,Distribution,External Labor,Belgium,320,,
01/01/2020,Distribution,External Labor,Canada,"1,444",,
02/01/2020,Distribution,External Labor,Canada,"1,023",,
03/01/2020,Distribution,External Labor,Canada,"1,517",,
04/01/2020,Distribution,External Labor,Canada,"1,561",,
05/01/2020,Distribution,External Labor,Canada,"1,642",,
06/01/2020,Distribution,External Labor,Canada,"1,727",,
07/01/2020,Distribution,External Labor,Canada,"1,769",,
08/01/2020,Distribution,External Labor,Canada,"1,777",,
09/01/2020,Distribution,External Labor,Canada,"1,777",,
10/01/2020,Distribution,External Labor,Canada,"1,777",,
11/01/2020,Distribution,External Labor,Canada,"1,777",,
12/01/2020,Distribution,External Labor,Canada,"1,777",,
01/01/2020,Distribution,External Labor,France,"1,836",,
02/01/2020,Distribution,External Labor,France,"1,836",,
03/01/2020,Distribution,External Labor,France,"1,836",,
04/01/2020,Distribution,External Labor,France,"1,836",,
05/01/2020,Distribution,External Labor,France,"1,836",,
06/01/2020,Distribution,External Labor,France,"1,836",,
07/01/2020,Distribution,External Labor,France,"1,836",,
08/01/2020,Distribution,External Labor,France,"1,836",,
09/01/2020,Distribution,External Labor,France,"1,836",,
10/01/2020,Distribution,External Labor,France,"1,836",,
11/01/2020,Distribution,External Labor,France,"1,836",,
12/01/2020,Distribution,External Labor,France,"1,836",,
01/01/2020,Distribution,External Labor,Spain,612,,
02/01/2020,Distribution,External Labor,Spain,612,,
03/01/2020,Distribution,External Labor,Spain,612,,
04/01/2020,Distribution,External Labor,Spain,612,,
05/01/2020,Distribution,External Labor,Spain,612,,
06/01/2020,Distribution,External Labor,Spain,612,,
07/01/2020,Distribution,External Labor,Spain,612,,
08/01/2020,Distribution,External Labor,Spain,612,,
09/01/2020,Distribution,External Labor,Spain,612,,
10/01/2020,Distribution,External Labor,Spain,612,,
11/01/2020,Distribution,External Labor,Spain,612,,
12/01/2020,Distribution,External Labor,Spain,612,,
01/01/2020,Distribution,External Labor,United Kingdom,"2,025",,
02/01/2020,Distribution,External Labor,United Kingdom,"2,025",,
03/01/2020,Distribution,External Labor,United Kingdom,"2,025",,
04/01/2020,Distribution,External Labor,United Kingdom,"2,025",,
05/01/2020,Distribution,External Labor,United Kingdom,"2,025",,
06/01/2020,Distribution,External Labor,United Kingdom,"2,025",,
07/01/2020,Distribution,External Labor,United Kingdom,"2,025",,
